soc_code,occupation_title,employment_2024,employment_2034,employment_change_numeric,employment_change_percent,annual_openings_avg,percent_self_employed,typical_education,work_experience,typical_training,annual_median,annual_mean,annual_pct10,annual_pct25,annual_pct75,annual_pct90,hourly_median,hourly_mean,hourly_pct10,hourly_pct25,hourly_pct75,hourly_pct90,total_employment_oews,oews_occupation_title
17-2151,"Mining and geological engineers, including mining safety engineers",7.0,7.0,0.0,0.7,0.4,1.7,Bachelor's degree,,,101020.0,108940.0,62500.0,81040.0,129860.0,163740.0,48.57,52.37,30.05,38.96,62.44,78.72,6770.0,"Mining and Geological Engineers, Including Mining Safety Engineers"
17-2161,Nuclear engineers,15.4,15.3,-0.2,-1.1,0.8,2.4,Bachelor's degree,,,127520.0,134980.0,88290.0,103010.0,157600.0,187430.0,61.31,64.89,42.45,49.53,75.77,90.11,14740.0,Nuclear Engineers
17-2171,Petroleum engineers,19.6,19.8,0.2,1.3,1.2,1.7,Bachelor's degree,,,141280.0,153560.0,78840.0,107330.0,191100.0,228790.0,67.92,73.83,37.9,51.6,91.87,110.0,18970.0,Petroleum Engineers
17-2199,"Engineers, all other",158.8,162.1,3.3,2.1,9.3,2.1,Bachelor's degree,,,117750.0,121720.0,62840.0,85750.0,152670.0,183510.0,56.61,58.52,30.21,41.23,73.4,88.22,150750.0,"Engineers, All Other"
17-3011,Architectural and civil drafters,110.5,115.1,4.6,4.1,10.0,0.7,Associate's degree,,,64280.0,68860.0,44040.0,52880.0,79510.0,98190.0,30.9,33.11,21.17,25.42,38.23,47.21,109550.0,Architectural and Civil Drafters
17-3012,Electrical and electronics drafters,21.6,20.4,-1.2,-5.6,1.7,6.6,Associate's degree,,,73720.0,77960.0,48680.0,58800.0,91780.0,110180.0,35.44,37.48,23.41,28.27,44.12,52.97,20020.0,Electrical and Electronics Drafters
17-3013,Mechanical drafters,42.9,40.1,-2.8,-6.5,3.3,6.6,Associate's degree,,,68510.0,74040.0,46500.0,56470.0,85580.0,107600.0,32.94,35.59,22.36,27.15,41.14,51.73,39900.0,Mechanical Drafters
17-3019,"Drafters, all other",17.1,15.9,-1.2,-6.9,1.3,6.5,Associate's degree,,,62010.0,66530.0,42170.0,50970.0,77750.0,96620.0,29.81,31.99,20.28,24.51,37.38,46.45,16010.0,"Drafters, All Other"
17-3021,Aerospace engineering and operations technologists and technicians,9.3,10.1,0.8,8.1,0.9,1.4,Associate's degree,,,79830.0,86330.0,53730.0,64570.0,102220.0,120440.0,38.38,41.5,25.83,31.04,49.14,57.91,9060.0,Aerospace Engineering and Operations Technologists and Technicians
17-3022,Civil engineering technologists and technicians,64.9,66.2,1.4,2.1,5.5,0.8,Associate's degree,,,64200.0,68450.0,43550.0,51730.0,79550.0,97840.0,30.86,32.91,20.94,24.87,38.24,47.04,62130.0,Civil Engineering Technologists and Technicians
17-3023,Electrical and electronic engineering technologists and technicians,93.7,94.3,0.6,0.6,8.4,0.1,Associate's degree,,,77180.0,78580.0,48250.0,60610.0,94810.0,111790.0,37.11,37.78,23.2,29.14,45.58,53.75,92710.0,Electrical and Electronic Engineering Technologists and Technicians
17-3024,Electro-mechanical and mechatronics technologists and technicians,15.0,15.1,0.2,1.1,1.3,1.5,Associate's degree,,,70760.0,75710.0,47770.0,58570.0,87320.0,109580.0,34.02,36.4,22.97,28.16,41.98,52.68,14680.0,Electro-Mechanical and Mechatronics Technologists and Technicians
17-3025,Environmental engineering technologists and technicians,12.9,13.0,0.1,1.2,1.1,1.2,Associate's degree,,,58890.0,63070.0,39670.0,48250.0,75290.0,92280.0,28.31,30.32,19.07,23.2,36.2,44.37,12500.0,Environmental Engineering Technologists and Technicians
17-3026,Industrial engineering technologists and technicians,74.6,75.9,1.3,1.7,6.3,1.5,Associate's degree,,,64790.0,69780.0,46370.0,53230.0,79040.0,97670.0,31.15,33.55,22.29,25.59,38.0,46.96,73410.0,Industrial Engineering Technologists and Technicians
17-3027,Mechanical engineering technologists and technicians,38.3,38.3,0.0,0.0,3.2,1.5,Associate's degree,,,68730.0,72450.0,46940.0,57330.0,82980.0,100890.0,33.04,34.83,22.57,27.56,39.89,48.51,37450.0,Mechanical Engineering Technologists and Technicians
17-3028,Calibration technologists and technicians,15.8,16.5,0.7,4.7,1.4,1.5,Associate's degree,,,65040.0,71080.0,44730.0,52250.0,83600.0,105440.0,31.27,34.18,21.51,25.12,40.19,50.69,15320.0,Calibration Technologists and Technicians
17-3029,"Engineering technologists and technicians, except drafters, all other",67.3,68.3,1.0,1.5,5.7,1.0,Associate's degree,,,77390.0,79740.0,47010.0,59700.0,97760.0,114630.0,37.21,38.34,22.6,28.7,47.0,55.11,64410.0,"Engineering Technologists and Technicians, Except Drafters, All Other"
17-3031,Surveying and mapping technicians,59.4,62.1,2.7,4.5,7.6,3.6,High school diploma or equivalent,,Moderate-term on-the-job training,51940.0,56890.0,36910.0,44180.0,65240.0,80870.0,24.97,27.35,17.75,21.24,31.37,38.88,56720.0,Surveying and Mapping Technicians
19-1011,Animal scientists,2.8,2.9,0.2,5.8,0.2,2.3,Bachelor's degree,,,79120.0,104970.0,48440.0,59610.0,128450.0,235750.0,38.04,50.47,23.29,28.66,61.75,113.34,2470.0,Animal Scientists
19-1012,Food scientists and technologists,15.2,16.2,1.0,6.5,1.2,3.3,Bachelor's degree,,,85310.0,92190.0,49580.0,65240.0,111700.0,141860.0,41.02,44.32,23.84,31.37,53.7,68.2,14370.0,Food Scientists and Technologists
19-1013,Soil and plant scientists,20.7,21.8,1.1,5.4,1.7,2.0,Bachelor's degree,,,71410.0,83040.0,45320.0,57950.0,98110.0,131440.0,34.33,39.92,21.79,27.86,47.17,63.19,16600.0,Soil and Plant Scientists
19-1021,Biochemists and biophysicists,35.6,37.6,2.1,5.8,2.9,1.7,Doctoral or professional degree,,,103650.0,115570.0,64890.0,78730.0,134460.0,168900.0,49.83,55.56,31.2,37.85,64.64,81.2,34520.0,Biochemists and Biophysicists
19-1022,Microbiologists,20.7,21.6,0.8,4.1,1.7,1.3,Bachelor's degree,,,87330.0,95200.0,51220.0,63920.0,120750.0,150650.0,41.98,45.77,24.63,30.73,58.05,72.43,19760.0,Microbiologists
19-1023,Zoologists and wildlife biologists,18.2,18.5,0.3,1.6,1.4,0.5,Bachelor's degree,,,72860.0,77920.0,48240.0,58360.0,90590.0,113350.0,35.03,37.46,23.19,28.06,43.55,54.5,16920.0,Zoologists and Wildlife Biologists
19-1029,"Biological scientists, all other",63.7,64.5,0.8,1.2,4.8,1.0,Bachelor's degree,,,93330.0,100440.0,54500.0,67950.0,121350.0,159780.0,44.87,48.29,26.2,32.67,58.34,76.82,59710.0,"Biological Scientists, All Other"
19-1031,Conservation scientists,28.5,29.5,1.0,3.4,2.5,3.5,Bachelor's degree,,,67950.0,74310.0,45260.0,53190.0,87980.0,107720.0,32.67,35.73,21.76,25.57,42.3,51.79,25590.0,Conservation Scientists
19-1032,Foresters,13.8,14.0,0.2,1.2,1.1,3.4,Bachelor's degree,,,70660.0,74670.0,49240.0,58810.0,85450.0,103220.0,33.97,35.9,23.68,28.27,41.08,49.62,9650.0,Foresters
19-1041,Epidemiologists,12.3,14.3,2.0,16.2,0.8,,Master's degree,,,83980.0,94160.0,56950.0,68040.0,106040.0,134860.0,40.38,45.27,27.38,32.71,50.98,64.84,11460.0,Epidemiologists
19-1042,"Medical scientists, except epidemiologists",165.3,179.6,14.3,8.7,9.6,0.6,Doctoral or professional degree,,,100590.0,112690.0,61860.0,77260.0,133870.0,168210.0,48.36,54.18,29.74,37.14,64.36,80.87,156300.0,"Medical Scientists, Except Epidemiologists"
19-1099,"Life scientists, all other",7.8,8.1,0.3,3.7,0.4,,Bachelor's degree,,,87800.0,101940.0,52360.0,66340.0,123720.0,168860.0,42.21,49.01,25.17,31.89,59.48,81.18,7320.0,"Life Scientists, All Other"
19-2011,Astronomers,1.8,1.8,0.0,2.2,0.1,5.4,Doctoral or professional degree,,,132170.0,134430.0,70730.0,94990.0,177690.0,191880.0,63.54,64.63,34.0,45.67,85.43,92.25,1560.0,Astronomers
19-2012,Physicists,24.6,25.6,1.0,4.0,1.7,8.7,Doctoral or professional degree,,,166290.0,166000.0,80020.0,117450.0,210260.0,,79.95,79.81,38.47,56.47,101.09,,21340.0,Physicists
19-2021,Atmospheric and space scientists,9.4,9.5,0.1,0.7,0.7,,Bachelor's degree,,,97450.0,103980.0,49990.0,69440.0,128940.0,160710.0,46.85,49.99,24.03,33.39,61.99,77.26,8780.0,Atmospheric and Space Scientists
19-2031,Chemists,86.8,91.0,4.3,4.9,6.3,1.0,Bachelor's degree,,,84150.0,95940.0,53210.0,63930.0,120210.0,154430.0,40.46,46.13,25.58,30.74,57.79,74.25,83250.0,Chemists
19-2032,Materials scientists,8.7,9.1,0.4,4.9,0.6,1.1,Bachelor's degree,,,104160.0,111410.0,61460.0,79980.0,134140.0,168500.0,50.08,53.56,29.55,38.45,64.49,81.01,8330.0,Materials Scientists
19-2041,"Environmental scientists and specialists, including health",90.3,94.3,4.0,4.4,8.5,1.5,Bachelor's degree,,,80060.0,88640.0,50130.0,62090.0,103730.0,134830.0,38.49,42.62,24.1,29.85,49.87,64.82,84930.0,"Environmental Scientists and Specialists, Including Health"
19-2042,"Geoscientists, except hydrologists and geographers",25.1,26.0,0.8,3.2,2.0,7.0,Bachelor's degree,,,99240.0,111310.0,58790.0,72440.0,134350.0,178880.0,47.71,53.52,28.27,34.83,64.59,86.0,22510.0,"Geoscientists, Except Hydrologists and Geographers"
19-2043,Hydrologists,6.3,6.3,0.0,-0.1,0.5,3.1,Bachelor's degree,,,92060.0,98130.0,60010.0,73330.0,114940.0,139420.0,44.26,47.18,28.85,35.25,55.26,67.03,5720.0,Hydrologists
19-2099,"Physical scientists, all other",31.9,32.1,0.2,0.6,2.0,17.5,Bachelor's degree,,,117960.0,123070.0,61990.0,82450.0,154900.0,191880.0,56.71,59.17,29.8,39.64,74.47,92.25,22580.0,"Physical Scientists, All Other"
19-3011,Economists,17.6,17.8,0.2,1.2,0.9,3.7,Master's degree,,,115440.0,130910.0,62340.0,82260.0,166030.0,212710.0,55.5,62.94,29.97,39.55,79.82,102.27,15880.0,Economists
19-3022,Survey researchers,8.8,8.3,-0.5,-5.2,0.7,4.0,Master's degree,,,63380.0,73470.0,36950.0,46110.0,85370.0,118730.0,30.47,35.32,17.77,22.17,41.04,57.08,7720.0,Survey Researchers
19-3032,Industrial-organizational psychologists,5.6,5.9,0.3,6.3,0.4,80.5,Master's degree,,Internship/residency,109840.0,134400.0,51880.0,80790.0,198170.0,224590.0,52.81,64.62,24.94,38.84,95.27,107.97,1050.0,Industrial-Organizational Psychologists
19-3033,Clinical and counseling psychologists,76.3,84.8,8.5,11.2,4.8,2.4,Doctoral or professional degree,,Internship/residency,95830.0,106850.0,50470.0,67470.0,131510.0,170150.0,46.07,51.37,24.26,32.44,63.23,81.8,72190.0,Clinical and Counseling Psychologists
19-3034,School psychologists,67.2,67.7,0.5,0.7,3.8,5.3,Master's degree,,Internship/residency,86930.0,93610.0,60880.0,73240.0,108210.0,132320.0,41.79,45.01,29.27,35.21,52.03,63.62,63830.0,School Psychologists
19-3039,"Psychologists, all other",55.3,57.7,2.4,4.3,3.9,65.9,Master's degree,,Internship/residency,117580.0,111340.0,51410.0,73820.0,145200.0,163570.0,56.53,53.53,24.71,35.49,69.81,78.64,17790.0,"Psychologists, All Other"
19-3041,Sociologists,3.4,3.6,0.1,3.6,0.3,3.0,Master's degree,,,101690.0,111670.0,60710.0,78150.0,134780.0,168590.0,48.89,53.69,29.19,37.57,64.8,81.05,2950.0,Sociologists
19-3051,Urban and regional planners,44.7,46.2,1.5,3.4,3.4,,Master's degree,,,83720.0,89730.0,55590.0,66210.0,104450.0,128550.0,40.25,43.14,26.73,31.83,50.22,61.8,43040.0,Urban and Regional Planners
19-3091,Anthropologists and archeologists,8.8,9.2,0.3,3.7,0.8,3.6,Master's degree,,,64910.0,71070.0,44510.0,51240.0,83080.0,104510.0,31.21,34.17,21.4,24.63,39.94,50.24,8070.0,Anthropologists and Archeologists
19-3092,Geographers,1.5,1.5,0.0,-3.1,0.1,,Bachelor's degree,,,97200.0,98160.0,62390.0,75590.0,117190.0,133680.0,46.73,47.19,30.0,36.34,56.34,64.27,1380.0,Geographers
19-3093,Historians,3.4,3.5,0.1,2.2,0.3,2.0,Master's degree,,,74050.0,78470.0,38630.0,55190.0,96330.0,128500.0,35.6,37.73,18.57,26.54,46.31,61.78,3140.0,Historians
19-3094,Political scientists,6.5,6.3,-0.2,-3.1,0.5,1.1,Master's degree,,,139380.0,137600.0,74750.0,103030.0,172050.0,191880.0,67.01,66.15,35.94,49.54,82.72,92.25,5950.0,Political Scientists
19-3099,"Social scientists and related workers, all other",40.8,40.1,-0.7,-1.7,3.2,1.3,Bachelor's degree,,,100340.0,106440.0,62570.0,79210.0,127880.0,160810.0,48.24,51.17,30.08,38.08,61.48,77.31,36970.0,"Social Scientists and Related Workers, All Other"
19-4012,Agricultural technicians,18.6,19.4,0.8,4.3,2.9,5.2,Associate's degree,,Moderate-term on-the-job training,46790.0,49680.0,32860.0,38480.0,59370.0,69010.0,22.49,23.88,15.8,18.5,28.55,33.18,14340.0,Agricultural Technicians
19-4013,Food science technicians,20.4,21.3,1.0,4.8,3.2,6.7,Associate's degree,,Moderate-term on-the-job training,49430.0,54400.0,37760.0,43990.0,60940.0,75100.0,23.76,26.15,18.15,21.15,29.3,36.11,14200.0,Food Science Technicians
19-4021,Biological technicians,82.7,85.6,2.9,3.5,9.1,,Bachelor's degree,,,52000.0,58020.0,38060.0,45380.0,66410.0,81990.0,25.0,27.89,18.3,21.82,31.93,39.42,76190.0,Biological Technicians
19-4031,Chemical technicians,57.0,59.0,2.1,3.7,6.7,0.7,Associate's degree,,Moderate-term on-the-job training,57790.0,61300.0,39030.0,46680.0,72940.0,90990.0,27.78,29.47,18.76,22.44,35.07,43.75,55640.0,Chemical Technicians
19-4042,"Environmental science and protection technicians, including health",40.4,42.1,1.6,4.0,5.6,,Associate's degree,,,49490.0,56770.0,36130.0,38050.0,64170.0,85630.0,23.79,27.29,17.37,18.29,30.85,41.17,39390.0,"Environmental Science and Protection Technicians, Including Health"
19-4043,"Geological technicians, except hydrologic technicians",9.8,10.0,0.1,1.5,1.3,,Associate's degree,,Moderate-term on-the-job training,48390.0,58220.0,32830.0,39200.0,64470.0,92210.0,23.27,27.99,15.78,18.85,31.0,44.33,9710.0,"Geological Technicians, Except Hydrologic Technicians"
19-4044,Hydrologic technicians,3.1,3.0,-0.1,-2.1,0.4,,Associate's degree,,Moderate-term on-the-job training,58570.0,64410.0,40330.0,47450.0,79790.0,94310.0,28.16,30.97,19.39,22.81,38.36,45.34,2940.0,Hydrologic Technicians
19-4051,Nuclear technicians,6.0,5.5,-0.5,-7.7,0.7,,Associate's degree,,Moderate-term on-the-job training,104240.0,100730.0,64370.0,83330.0,113710.0,126890.0,50.11,48.43,30.95,40.06,54.67,61.0,5990.0,Nuclear Technicians
19-4061,Social science research assistants,40.6,42.3,1.8,4.4,5.2,4.9,Bachelor's degree,,,58040.0,63560.0,36410.0,46190.0,73060.0,100620.0,27.9,30.56,17.5,22.21,35.13,48.38,32940.0,Social Science Research Assistants
19-4071,Forest and conservation technicians,33.8,32.7,-1.1,-3.2,3.9,0.7,Associate's degree,,,54310.0,56660.0,36190.0,42560.0,66020.0,80790.0,26.11,27.24,17.4,20.46,31.74,38.84,31080.0,Forest and Conservation Technicians
19-4092,Forensic science technicians,20.7,23.3,2.6,12.8,2.9,0.9,Bachelor's degree,,Moderate-term on-the-job training,67440.0,75260.0,45560.0,53310.0,88710.0,110710.0,32.42,36.18,21.91,25.63,42.65,53.23,19450.0,Forensic Science Technicians
19-4099,"Life, physical, and social science technicians, all other",83.2,86.2,2.9,3.5,10.6,4.9,Associate's degree,,,60130.0,64640.0,37310.0,46270.0,77990.0,101870.0,28.91,31.08,17.94,22.25,37.5,48.98,71400.0,"Life, Physical, and Social Science Technicians, All Other"
19-5011,Occupational health and safety specialists,131.9,148.4,16.5,12.5,14.9,0.1,Bachelor's degree,,,83910.0,88660.0,50610.0,64410.0,105390.0,130460.0,40.34,42.63,24.33,30.96,50.67,62.72,128430.0,Occupational Health and Safety Specialists
19-5012,Occupational health and safety technicians,31.9,34.6,2.7,8.5,3.4,,High school diploma or equivalent,,Moderate-term on-the-job training,58440.0,63800.0,40550.0,49510.0,74810.0,94670.0,28.1,30.67,19.5,23.81,35.97,45.51,31450.0,Occupational Health and Safety Technicians
21-1012,"Educational, guidance, and career counselors and advisors",376.3,389.6,13.3,3.5,31.0,0.6,Master's degree,,,65140.0,71520.0,43580.0,51690.0,83490.0,105870.0,31.32,34.38,20.95,24.85,40.14,50.9,342350.0,"Educational, Guidance, and Career Counselors and Advisors"
21-1013,Marriage and family therapists,77.8,87.7,9.8,12.6,7.7,12.8,Master's degree,,Internship/residency,63780.0,72720.0,42610.0,48600.0,85020.0,111610.0,30.66,34.96,20.49,23.36,40.87,53.66,65870.0,Marriage and Family Therapists
21-1015,Rehabilitation counselors,91.9,93.2,1.3,1.4,10.0,,Master's degree,,,46110.0,51260.0,34480.0,38700.0,59040.0,77200.0,22.17,24.64,16.58,18.61,28.39,37.12,88930.0,Rehabilitation Counselors
21-1018,"Substance abuse, behavioral disorder, and mental health counselors",483.5,564.6,81.0,16.8,48.3,5.9,Master's degree,,Internship/residency,59190.0,65100.0,39090.0,47170.0,76230.0,98210.0,28.46,31.3,18.79,22.68,36.65,47.22,440380.0,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors"
21-1019,"Counselors, all other",69.1,77.8,8.7,12.6,7.4,48.2,Master's degree,,,49830.0,58070.0,36160.0,42760.0,66510.0,91420.0,23.96,27.92,17.39,20.56,31.98,43.95,33340.0,"Counselors, All Other"
21-1021,"Child, family, and school social workers",399.9,413.3,13.4,3.4,35.1,0.2,Bachelor's degree,,,58570.0,62920.0,40580.0,47480.0,74060.0,94030.0,28.16,30.25,19.51,22.83,35.61,45.21,382960.0,"Child, Family, and School Social Workers"
21-1022,Healthcare social workers,193.2,208.1,14.8,7.7,18.4,0.3,Master's degree,,Internship/residency,68090.0,72030.0,45030.0,55360.0,83410.0,100870.0,32.74,34.63,21.65,26.62,40.1,48.5,185940.0,Healthcare Social Workers
21-1023,Mental health and substance abuse social workers,136.8,150.1,13.3,9.7,13.5,4.8,Master's degree,,Internship/residency,60060.0,68290.0,39620.0,46550.0,78980.0,104130.0,28.88,32.83,19.05,22.38,37.97,50.06,125910.0,Mental Health and Substance Abuse Social Workers
21-1029,"Social workers, all other",81.0,84.1,3.1,3.9,7.0,14.5,Bachelor's degree,,,69480.0,74680.0,44530.0,52010.0,95390.0,112740.0,33.4,35.91,21.41,25.01,45.86,54.2,64940.0,"Social Workers, All Other"
21-1091,Health education specialists,71.8,75.0,3.2,4.5,7.9,0.6,Bachelor's degree,,,63000.0,71700.0,42210.0,49880.0,84460.0,112900.0,30.29,34.47,20.3,23.98,40.6,54.28,65150.0,Health Education Specialists
21-1092,Probation officers and correctional treatment specialists,92.3,94.8,2.4,2.6,7.9,,Bachelor's degree,,Moderate-term on-the-job training,64520.0,71530.0,45390.0,52580.0,84030.0,106290.0,31.02,34.39,21.82,25.28,40.4,51.1,86820.0,Probation Officers and Correctional Treatment Specialists
21-1093,Social and human service assistants,449.6,478.5,28.9,6.4,50.6,0.3,High school diploma or equivalent,,Short-term on-the-job training,45120.0,47090.0,33280.0,37770.0,53040.0,63850.0,21.69,22.64,16.0,18.16,25.5,30.7,424220.0,Social and Human Service Assistants
21-1094,Community health workers,65.1,72.5,7.4,11.3,7.8,0.8,High school diploma or equivalent,,Short-term on-the-job training,51030.0,55970.0,37930.0,44370.0,63150.0,78560.0,24.54,26.91,18.24,21.33,30.36,37.77,60730.0,Community Health Workers
21-1099,"Community and social service specialists, all other",119.2,124.7,5.5,4.6,13.1,0.6,Bachelor's degree,,,54940.0,58360.0,36470.0,45420.0,67590.0,83210.0,26.41,28.06,17.53,21.84,32.5,40.0,110390.0,"Community and Social Service Specialists, All Other"
21-2011,Clergy,262.0,264.6,2.6,1.0,23.0,5.7,Bachelor's degree,,Moderate-term on-the-job training,60820.0,67160.0,37140.0,47220.0,76340.0,99720.0,29.24,32.29,17.86,22.7,36.7,47.94,58080.0,Clergy
21-2021,"Directors, religious activities and education",138.9,141.8,2.9,2.1,13.8,0.2,Bachelor's degree,Less than 5 years,,54840.0,65040.0,33990.0,42210.0,74990.0,106530.0,26.37,31.27,16.34,20.29,36.05,51.22,21460.0,"Directors, Religious Activities and Education"
21-2099,"Religious workers, all other",88.4,89.0,0.6,0.6,11.1,6.5,Bachelor's degree,,,45120.0,49830.0,29120.0,34700.0,60310.0,75920.0,21.69,23.96,14.0,16.69,28.99,36.5,12170.0,"Religious Workers, All Other"
23-1011,Lawyers,864.8,900.7,35.9,4.1,31.5,11.9,Doctoral or professional degree,,,151160.0,182760.0,72780.0,99760.0,215420.0,,72.67,87.86,34.99,47.96,103.57,,747750.0,Lawyers
23-1012,Judicial law clerks,14.5,14.9,0.4,2.5,1.0,2.7,Doctoral or professional degree,,,60400.0,69850.0,42000.0,49840.0,78060.0,113150.0,29.04,33.58,20.19,23.96,37.53,54.4,13220.0,Judicial Law Clerks
23-1021,"Administrative law judges, adjudicators, and hearing officers",17.5,17.4,-0.1,-0.7,0.5,,Doctoral or professional degree,5 years or more,Short-term on-the-job training,115230.0,122620.0,56970.0,76920.0,161290.0,203990.0,55.4,58.95,27.39,36.98,77.55,98.07,16230.0,"Administrative Law Judges, Adjudicators, and Hearing Officers"
23-1022,"Arbitrators, mediators, and conciliators",9.1,9.5,0.4,4.3,0.3,9.1,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training,67710.0,91170.0,46200.0,60030.0,101010.0,133480.0,32.55,43.83,22.21,28.86,48.56,64.18,7860.0,"Arbitrators, Mediators, and Conciliators"
23-1023,"Judges, magistrate judges, and magistrates",27.3,28.0,0.7,2.5,0.9,,Doctoral or professional degree,5 years or more,Short-term on-the-job training,156210.0,143110.0,46520.0,86060.0,189890.0,216540.0,75.1,68.8,22.37,41.38,91.29,104.11,25580.0,"Judges, Magistrate Judges, and Magistrates"
23-2011,Paralegals and legal assistants,376.2,376.8,0.6,0.2,39.3,1.4,Associate's degree,,,61010.0,66510.0,39710.0,48190.0,78280.0,98990.0,29.33,31.98,19.09,23.17,37.63,47.59,367220.0,Paralegals and Legal Assistants
23-2093,"Title examiners, abstractors, and searchers",57.4,58.5,1.1,2.0,5.4,8.9,High school diploma or equivalent,,Moderate-term on-the-job training,54980.0,59600.0,36710.0,45020.0,70290.0,87240.0,26.43,28.65,17.65,21.64,33.79,41.94,48170.0,"Title Examiners, Abstractors, and Searchers"
