cip4,SOC2018Code,SOC2018Title,source_cip6_count
52.08,11-1021,General and Operations Managers,2
52.08,11-3031,Financial Managers,6
52.08,13-1141,"Compensation, Benefits, and Job Analysis Specialists",1
52.08,13-2022,Appraisers of Personal and Business Property,1
52.08,13-2031,Budget Analysts,2
52.08,13-2041,Credit Analysts,3
52.08,13-2051,Financial and Investment Analysts,5
52.08,13-2052,Personal Financial Advisors,2
52.08,13-2053,Insurance Underwriters,1
52.08,13-2054,Financial Risk Specialists,5
52.08,13-2071,Credit Counselors,3
52.08,13-2072,Loan Officers,2
52.08,13-2099,"Financial Specialists, All Other",1
52.08,25-1011,"Business Teachers, Postsecondary",6
52.08,41-3031,"Securities, Commodities, and Financial Services Sales Agents",2
52.08,43-3011,Bill and Account Collectors,1
52.08,43-3071,Tellers,1
52.08,43-4041,"Credit Authorizers, Checkers, and Clerks",1
52.08,43-4131,Loan Interviewers and Clerks,1
52.08,43-4141,New Accounts Clerks,1
52.09,11-3013,Facilities Managers,1
52.09,11-9051,Food Service Managers,6
52.09,11-9071,Gambling Managers,1
52.09,11-9072,"Entertainment and Recreation Managers, Except Gambling",2
52.09,11-9081,Lodging Managers,6
52.09,11-9179,"Personal Service Managers, All Other",2
52.09,11-9199,"Managers, All Other",2
52.09,13-1121,"Meeting, Convention, and Event Planners",1
52.09,13-1199,"Business Operations Specialists, All Other",1
52.09,25-1011,"Business Teachers, Postsecondary",1
52.09,39-1013,First-Line Supervisors of Gambling Services Workers,1
52.09,39-7012,Travel Guides,1
52.10,11-3111,Compensation and Benefits Managers,3
52.10,11-3121,Human Resources Managers,5
52.10,11-3131,Training and Development Managers,3
52.10,13-1041,Compliance Officers,2
52.10,13-1071,Human Resources Specialists,4
52.10,13-1075,Labor Relations Specialists,3
52.10,13-1141,"Compensation, Benefits, and Job Analysis Specialists",1
52.10,13-1151,Training and Development Specialists,3
52.10,21-1012,"Educational, Guidance, and Career Counselors and Advisors",1
52.10,21-1019,"Counselors, All Other",1
52.10,25-1011,"Business Teachers, Postsecondary",4
52.10,25-1112,"Law Teachers, Postsecondary",1
52.10,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",2
52.11,11-1011,Chief Executives,1
52.11,11-1021,General and Operations Managers,1
52.11,13-1199,"Business Operations Specialists, All Other",1
52.11,25-1011,"Business Teachers, Postsecondary",1
52.12,11-3021,Computer and Information Systems Managers,4
52.12,15-1243,Database Architects,1
52.12,15-1251,Computer Programmers,1
52.12,25-1021,"Computer Science Teachers, Postsecondary",4
52.13,11-1011,Chief Executives,1
52.13,11-1021,General and Operations Managers,1
52.13,13-1111,Management Analysts,1
52.13,13-2053,Insurance Underwriters,1
52.13,13-2054,Financial Risk Specialists,1
52.13,15-2011,Actuaries,1
52.13,15-2031,Operations Research Analysts,1
52.13,15-2041,Statisticians,1
52.13,15-2051,Data Scientists,2
52.13,19-3022,Survey Researchers,1
52.13,25-1011,"Business Teachers, Postsecondary",3
52.13,25-1022,"Mathematical Science Teachers, Postsecondary",1
52.14,11-2011,Advertising and Promotions Managers,1
52.14,11-2021,Marketing Managers,5
52.14,11-2022,Sales Managers,1
52.14,11-2033,Fundraising Managers,1
52.14,13-1131,Fundraisers,1
52.14,13-1161,Market Research Analysts and Marketing Specialists,5
52.14,15-1255,Web and Digital Interface Designers,1
52.14,19-3022,Survey Researchers,1
52.14,25-1011,"Business Teachers, Postsecondary",5
52.15,11-9141,"Property, Real Estate, and Community Association Managers",1
52.15,13-2022,Appraisers of Personal and Business Property,1
52.15,13-2023,Appraisers and Assessors of Real Estate,1
52.15,41-9021,Real Estate Brokers,1
52.15,41-9022,Real Estate Sales Agents,1
52.16,13-2011,Accountants and Auditors,1
52.16,13-2022,Appraisers of Personal and Business Property,1
52.16,13-2061,Financial Examiners,1
52.16,13-2081,"Tax Examiners and Collectors, and Revenue Agents",1
52.16,13-2082,Tax Preparers,1
52.17,11-3111,Compensation and Benefits Managers,1
52.17,13-1031,"Claims Adjusters, Examiners, and Investigators",1
52.17,13-1032,"Insurance Appraisers, Auto Damage",1
52.17,13-1141,"Compensation, Benefits, and Job Analysis Specialists",1
52.17,13-2022,Appraisers of Personal and Business Property,1
52.17,13-2053,Insurance Underwriters,1
52.17,25-1011,"Business Teachers, Postsecondary",1
52.17,41-3021,Insurance Sales Agents,1
52.18,13-1022,"Wholesale and Retail Buyers, Except Farm Products",3
52.18,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2
52.18,25-1011,"Business Teachers, Postsecondary",1
52.18,41-1011,First-Line Supervisors of Retail Sales Workers,3
52.18,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2
52.18,41-2022,Parts Salespersons,1
52.18,41-3011,Advertising Sales Agents,1
52.18,41-3041,Travel Agents,1
52.18,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2
52.18,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1
52.18,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2
52.18,41-9011,Demonstrators and Product Promoters,1
52.18,41-9099,"Sales and Related Workers, All Other",2
52.19,11-2021,Marketing Managers,1
52.19,13-1022,"Wholesale and Retail Buyers, Except Farm Products",2
52.19,13-1161,Market Research Analysts and Marketing Specialists,7
52.19,27-1026,Merchandise Displayers and Window Trimmers,1
52.19,41-1011,First-Line Supervisors of Retail Sales Workers,1
52.19,41-1012,First-Line Supervisors of Non-Retail Sales Workers,1
52.19,41-2022,Parts Salespersons,1
52.19,41-3031,"Securities, Commodities, and Financial Services Sales Agents",1
52.19,41-3041,Travel Agents,1
52.19,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3
52.19,41-9012,Models,1
52.19,41-9099,"Sales and Related Workers, All Other",2
52.20,11-9021,Construction Managers,3
52.20,13-1082,Project Management Specialists,1
52.20,25-1011,"Business Teachers, Postsecondary",2
52.21,11-3021,Computer and Information Systems Managers,1
52.21,11-9199,"Managers, All Other",1
52.21,25-1011,"Business Teachers, Postsecondary",1
54.01,11-9121,Natural Sciences Managers,1
54.01,11-9199,"Managers, All Other",9
54.01,19-3093,Historians,9
54.01,25-1125,"History Teachers, Postsecondary",9
54.01,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2
54.01,25-4011,Archivists,1
54.01,25-4012,Curators,1
54.01,25-4013,Museum Technicians and Conservators,1
54.01,39-7011,Tour Guides and Escorts,1
60.01,29-1021,"Dentists, General",2
60.01,29-1022,Oral and Maxillofacial Surgeons,1
60.01,29-1023,Orthodontists,1
60.01,29-1024,Prosthodontists,2
60.01,29-1029,"Dentists, All Other Specialists",7
60.03,29-1131,Veterinarians,21
60.07,29-1171,Nurse Practitioners,52
60.08,29-1051,Pharmacists,33
60.09,29-1071,Physician Assistants,21
61.01,19-1042,"Medical Scientists, Except Epidemiologists",26
61.01,25-1071,"Health Specialties Teachers, Postsecondary",26
61.01,29-1211,Anesthesiologists,3
61.01,29-1213,Dermatologists,1
61.01,29-1214,Emergency Medicine Physicians,5
61.01,29-1215,Family Medicine Physicians,5
61.01,29-1216,General Internal Medicine Physicians,9
61.01,29-1217,Neurologists,2
61.01,29-1221,"Pediatricians, General",6
61.01,29-1223,Psychiatrists,4
61.01,29-1224,Radiologists,1
61.01,29-1229,"Physicians, All Other",10
61.01,29-1249,"Surgeons, All Other",2
61.02,11-9033,"Education Administrators, Postsecondary",2
61.02,19-1042,"Medical Scientists, Except Epidemiologists",15
61.02,25-1071,"Health Specialties Teachers, Postsecondary",18
61.02,29-1214,Emergency Medicine Physicians,2
61.02,29-1222,"Physicians, Pathologists",1
61.02,29-1229,"Physicians, All Other",12
61.02,29-1242,"Orthopedic Surgeons, Except Pediatric",1
61.02,29-1249,"Surgeons, All Other",1
61.03,19-1042,"Medical Scientists, Except Epidemiologists",2
61.03,25-1071,"Health Specialties Teachers, Postsecondary",2
61.03,29-1229,"Physicians, All Other",2
61.04,19-1042,"Medical Scientists, Except Epidemiologists",1
61.04,25-1071,"Health Specialties Teachers, Postsecondary",2
61.04,29-1211,Anesthesiologists,2
61.05,19-1042,"Medical Scientists, Except Epidemiologists",3
61.05,25-1071,"Health Specialties Teachers, Postsecondary",4
61.05,29-1213,Dermatologists,4
61.05,29-1222,"Physicians, Pathologists",1
61.06,11-9161,Emergency Management Directors,1
61.06,19-1042,"Medical Scientists, Except Epidemiologists",3
61.06,25-1071,"Health Specialties Teachers, Postsecondary",4
61.06,29-1214,Emergency Medicine Physicians,4
61.07,19-1042,"Medical Scientists, Except Epidemiologists",1
61.07,25-1071,"Health Specialties Teachers, Postsecondary",2
61.07,29-1215,Family Medicine Physicians,2
61.08,19-1042,"Medical Scientists, Except Epidemiologists",14
61.08,25-1071,"Health Specialties Teachers, Postsecondary",15
61.08,29-1212,Cardiologists,3
61.08,29-1216,General Internal Medicine Physicians,1
61.08,29-1229,"Physicians, All Other",11
61.09,19-1042,"Medical Scientists, Except Epidemiologists",5
61.09,25-1071,"Health Specialties Teachers, Postsecondary",5
61.09,29-1229,"Physicians, All Other",5
61.10,19-1042,"Medical Scientists, Except Epidemiologists",1
61.10,25-1071,"Health Specialties Teachers, Postsecondary",2
61.10,29-1249,"Surgeons, All Other",2
61.11,19-1042,"Medical Scientists, Except Epidemiologists",6
61.11,25-1071,"Health Specialties Teachers, Postsecondary",8
61.11,29-1217,Neurologists,8
61.12,19-1042,"Medical Scientists, Except Epidemiologists",1
61.12,25-1071,"Health Specialties Teachers, Postsecondary",2
61.12,29-1224,Radiologists,2
61.13,19-1042,"Medical Scientists, Except Epidemiologists",4
61.13,25-1071,"Health Specialties Teachers, Postsecondary",5
61.13,29-1218,Obstetricians and Gynecologists,4
61.13,29-1229,"Physicians, All Other",1
61.14,19-1042,"Medical Scientists, Except Epidemiologists",1
61.14,25-1071,"Health Specialties Teachers, Postsecondary",2
61.14,29-1241,"Ophthalmologists, Except Pediatric",2
61.15,19-1042,"Medical Scientists, Except Epidemiologists",5
61.15,25-1071,"Health Specialties Teachers, Postsecondary",6
61.15,29-1229,"Physicians, All Other",2
61.15,29-1242,"Orthopedic Surgeons, Except Pediatric",3
61.15,29-1243,Pediatric Surgeons,3
61.16,19-1042,"Medical Scientists, Except Epidemiologists",1
61.16,25-1071,"Health Specialties Teachers, Postsecondary",2
61.16,29-1229,"Physicians, All Other",2
61.17,19-1042,"Medical Scientists, Except Epidemiologists",3
61.17,25-1071,"Health Specialties Teachers, Postsecondary",4
61.17,29-1221,"Pediatricians, General",1
61.17,29-1229,"Physicians, All Other",3
61.17,29-1243,Pediatric Surgeons,1
61.17,29-1249,"Surgeons, All Other",3
61.18,19-1042,"Medical Scientists, Except Epidemiologists",13
61.18,25-1071,"Health Specialties Teachers, Postsecondary",16
61.18,29-1222,"Physicians, Pathologists",16
61.18,29-1229,"Physicians, All Other",1
61.19,19-1042,"Medical Scientists, Except Epidemiologists",16
61.19,25-1071,"Health Specialties Teachers, Postsecondary",17
61.19,29-1212,Cardiologists,1
61.19,29-1214,Emergency Medicine Physicians,2
61.19,29-1221,"Pediatricians, General",17
61.19,29-1229,"Physicians, All Other",1
61.20,19-1042,"Medical Scientists, Except Epidemiologists",3
61.20,25-1071,"Health Specialties Teachers, Postsecondary",4
61.20,29-1221,"Pediatricians, General",1
61.20,29-1229,"Physicians, All Other",3
61.21,19-1042,"Medical Scientists, Except Epidemiologists",2
61.21,25-1071,"Health Specialties Teachers, Postsecondary",4
61.21,29-1243,Pediatric Surgeons,4
61.21,29-1249,"Surgeons, All Other",4
61.22,19-1042,"Medical Scientists, Except Epidemiologists",1
61.22,25-1071,"Health Specialties Teachers, Postsecondary",2
61.22,29-1081,Podiatrists,2
61.23,19-1042,"Medical Scientists, Except Epidemiologists",1
61.23,25-1071,"Health Specialties Teachers, Postsecondary",4
61.23,29-1229,"Physicians, All Other",4
61.24,19-1042,"Medical Scientists, Except Epidemiologists",6
61.24,25-1071,"Health Specialties Teachers, Postsecondary",7
61.24,29-1223,Psychiatrists,7
61.25,19-1042,"Medical Scientists, Except Epidemiologists",1
61.25,25-1071,"Health Specialties Teachers, Postsecondary",2
61.25,29-1224,Radiologists,2
61.25,29-1229,"Physicians, All Other",2
61.26,19-1042,"Medical Scientists, Except Epidemiologists",7
61.26,25-1071,"Health Specialties Teachers, Postsecondary",13
61.26,29-1221,"Pediatricians, General",1
61.26,29-1224,Radiologists,13
61.27,19-1042,"Medical Scientists, Except Epidemiologists",7
61.27,25-1071,"Health Specialties Teachers, Postsecondary",9
61.27,29-1243,Pediatric Surgeons,2
61.27,29-1249,"Surgeons, All Other",8
61.28,19-1042,"Medical Scientists, Except Epidemiologists",2
61.28,25-1071,"Health Specialties Teachers, Postsecondary",3
61.28,29-1243,Pediatric Surgeons,1
61.28,29-1249,"Surgeons, All Other",2
61.99,19-1042,"Medical Scientists, Except Epidemiologists",1
61.99,25-1071,"Health Specialties Teachers, Postsecondary",1
61.99,29-1229,"Physicians, All Other",1
61.99,29-1249,"Surgeons, All Other",1
99.99,13-1074,Farm Labor Contractors,1
99.99,25-3031,"Substitute Teachers, Short-Term",1
99.99,25-3041,Tutors,1
99.99,27-1023,Floral Designers,1
99.99,27-2023,"Umpires, Referees, and Other Sports Officials",1
99.99,27-4099,"Media and Communication Equipment Workers, All Other",1
99.99,31-1132,Orderlies,1
99.99,31-9095,Pharmacy Aides,1
99.99,33-3041,Parking Enforcement Workers,1
99.99,33-9011,Animal Control Workers,1
99.99,33-9091,Crossing Guards and Flaggers,1
99.99,33-9093,Transportation Security Screeners,1
99.99,33-9094,School Bus Monitors,1
99.99,33-9099,"Protective Service Workers, All Other",1
99.99,35-2011,"Cooks, Fast Food",1
99.99,35-2015,"Cooks, Short Order",1
99.99,35-2021,Food Preparation Workers,1
99.99,35-3023,Fast Food and Counter Workers,1
99.99,35-3031,Waiters and Waitresses,1
99.99,35-3041,"Food Servers, Nonrestaurant",1
99.99,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1
99.99,35-9021,Dishwashers,1
99.99,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1
99.99,35-9099,"Food Preparation and Serving Related Workers, All Other",1
99.99,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1
99.99,37-2012,Maids and Housekeeping Cleaners,1
99.99,37-2019,"Building Cleaning Workers, All Other",1
99.99,37-2021,Pest Control Workers,1
99.99,37-3013,Tree Trimmers and Pruners,1
99.99,37-3019,"Grounds Maintenance Workers, All Other",1
99.99,39-3012,Gambling and Sports Book Writers and Runners,1
99.99,39-3019,"Gambling Service Workers, All Other",1
99.99,39-3021,Motion Picture Projectionists,1
99.99,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",1
99.99,39-3091,Amusement and Recreation Attendants,1
99.99,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",1
99.99,39-3099,"Entertainment Attendants and Related Workers, All Other",1
99.99,39-4021,Funeral Attendants,1
99.99,39-6011,Baggage Porters and Bellhops,1
99.99,39-9099,"Personal Care and Service Workers, All Other",1
99.99,41-2011,Cashiers,1
99.99,41-2012,Gambling Change Persons and Booth Cashiers,1
99.99,41-2021,Counter and Rental Clerks,1
99.99,41-2031,Retail Salespersons,1
99.99,41-9031,Sales Engineers,1
99.99,41-9041,Telemarketers,1
99.99,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1
99.99,43-2011,"Switchboard Operators, Including Answering Service",1
99.99,43-2021,Telephone Operators,1
99.99,43-3021,Billing and Posting Clerks,1
99.99,43-3099,"Financial Clerks, All Other",1
99.99,43-4031,"Court, Municipal, and License Clerks",1
99.99,43-4081,"Hotel, Motel, and Resort Desk Clerks",1
99.99,43-4111,"Interviewers, Except Eligibility and Loan",1
99.99,43-4121,"Library Assistants, Clerical",1
99.99,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,1
99.99,43-4199,"Information and Record Clerks, All Other",1
99.99,43-5021,Couriers and Messengers,1
99.99,43-5031,Public Safety Telecommunicators,1
99.99,43-5041,"Meter Readers, Utilities",1
99.99,43-5051,Postal Service Clerks,1
99.99,43-5052,Postal Service Mail Carriers,1
99.99,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1
99.99,43-5071,"Shipping, Receiving, and Inventory Clerks",1
99.99,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1
99.99,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",1
99.99,43-9071,"Office Machine Operators, Except Computer",1
99.99,43-9199,"Office and Administrative Support Workers, All Other",1
99.99,45-2041,"Graders and Sorters, Agricultural Products",1
99.99,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1
99.99,45-2099,"Agricultural Workers, All Other",1
99.99,45-4021,Fallers,1
99.99,45-4023,Log Graders and Scalers,1
99.99,45-4029,"Logging Workers, All Other",1
99.99,47-2061,Construction Laborers,1
99.99,47-2082,Tapers,1
99.99,47-2151,Pipelayers,1
99.99,47-2161,Plasterers and Stucco Masons,1
99.99,47-2171,Reinforcing Iron and Rebar Workers,1
99.99,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1
99.99,47-3012,Helpers--Carpenters,1
99.99,47-3013,Helpers--Electricians,1
99.99,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1
99.99,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1
99.99,47-3016,Helpers--Roofers,1
99.99,47-3019,"Helpers, Construction Trades, All Other",1
99.99,47-4031,Fence Erectors,1
99.99,47-4091,Segmental Pavers,1
99.99,47-4099,"Construction and Related Workers, All Other",1
99.99,47-5043,"Roof Bolters, Mining",1
99.99,47-5044,"Loading and Moving Machine Operators, Underground Mining",1
99.99,47-5051,"Rock Splitters, Quarry",1
99.99,47-5071,"Roustabouts, Oil and Gas",1
99.99,47-5081,Helpers--Extraction Workers,1
99.99,49-3093,Tire Repairers and Changers,1
99.99,49-9011,Mechanical Door Repairers,1
99.99,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",1
99.99,49-9096,Riggers,1
99.99,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",1
99.99,51-2021,"Coil Winders, Tapers, and Finishers",1
99.99,51-2022,Electrical and Electronic Equipment Assemblers,1
99.99,51-2023,Electromechanical Equipment Assemblers,1
99.99,51-2051,Fiberglass Laminators and Fabricators,1
99.99,51-2092,Team Assemblers,1
99.99,51-2099,"Assemblers and Fabricators, All Other",1
99.99,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",1
99.99,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1
99.99,51-3093,Food Cooking Machine Operators and Tenders,1
99.99,51-3099,"Food Processing Workers, All Other",1
99.99,51-4051,Metal-Refining Furnace Operators and Tenders,1
99.99,51-4052,"Pourers and Casters, Metal",1
99.99,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1
99.99,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",1
99.99,51-5113,Print Binding and Finishing Workers,1
99.99,51-6011,Laundry and Dry-Cleaning Workers,1
99.99,51-6021,"Pressers, Textile, Garment, and Related Materials",1
99.99,51-6031,Sewing Machine Operators,1
99.99,51-6051,"Sewers, Hand",1
99.99,51-6052,"Tailors, Dressmakers, and Custom Sewers",1
99.99,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,1
99.99,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",1
99.99,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1
99.99,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1
99.99,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1
99.99,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",1
99.99,51-8012,Power Distributors and Dispatchers,1
99.99,51-8021,Stationary Engineers and Boiler Operators,1
99.99,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",1
99.99,51-8099,"Plant and System Operators, All Other",1
99.99,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1
99.99,51-9022,"Grinding and Polishing Workers, Hand",1
99.99,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",1
99.99,51-9031,"Cutters and Trimmers, Hand",1
99.99,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1
99.99,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1
99.99,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1
99.99,51-9111,Packaging and Filling Machine Operators and Tenders,1
99.99,51-9123,"Painting, Coating, and Decorating Workers",1
99.99,51-9151,Photographic Process Workers and Processing Machine Operators,1
99.99,51-9191,Adhesive Bonding Machine Operators and Tenders,1
99.99,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1
99.99,51-9193,Cooling and Freezing Equipment Operators and Tenders,1
99.99,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",1
99.99,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",1
99.99,51-9197,Tire Builders,1
99.99,51-9198,Helpers--Production Workers,1
99.99,51-9199,"Production Workers, All Other",1
99.99,53-1041,Aircraft Cargo Handling Supervisors,1
99.99,53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1
99.99,53-3031,Driver/Sales Workers,1
99.99,53-3054,Taxi Drivers,1
99.99,53-3099,"Motor Vehicle Operators, All Other",1
99.99,53-5011,Sailors and Marine Oilers,1
99.99,53-6011,Bridge and Lock Tenders,1
99.99,53-6021,Parking Attendants,1
99.99,53-6031,Automotive and Watercraft Service Attendants,1
99.99,53-6032,Aircraft Service Attendants,1
99.99,53-6051,Transportation Inspectors,1
99.99,53-6061,Passenger Attendants,1
99.99,53-6099,"Transportation Workers, All Other",1
99.99,53-7011,Conveyor Operators and Tenders,1
99.99,53-7061,Cleaners of Vehicles and Equipment,1
99.99,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1
99.99,53-7063,Machine Feeders and Offbearers,1
99.99,53-7064,"Packers and Packagers, Hand",1
99.99,53-7065,Stockers and Order Fillers,1
99.99,53-7071,Gas Compressor and Gas Pumping Station Operators,1
99.99,53-7072,"Pump Operators, Except Wellhead Pumpers",1
99.99,53-7073,Wellhead Pumpers,1
99.99,53-7081,Refuse and Recyclable Material Collectors,1
99.99,53-7121,"Tank Car, Truck, and Ship Loaders",1
99.99,55-1011,Air Crew Officers,1
99.99,55-1012,Aircraft Launch and Recovery Officers,1
99.99,55-1013,Armored Assault Vehicle Officers,1
99.99,55-2011,First-Line Supervisors of Air Crew Members,1
99.99,55-2012,First-Line Supervisors of Weapons Specialists/Crew Members,1
99.99,55-2013,First-Line Supervisors of All Other Tactical Operations Specialists,1
99.99,55-3011,Air Crew Members,1
99.99,55-3013,Armored Assault Vehicle Crew Members,1
99.99,55-3016,Infantry,1
