soc_code,soc_title,naics3,naics3_title,tot_emp,share_in_naics3
11-2022,Sales Managers,312,Beverage and Tobacco Product Manufacturing,2720,0.004505399854237063
11-2022,Sales Managers,711,"Performing Arts, Spectator Sports, and Related Industries",2710,0.004488835884184721
11-2022,Sales Managers,519,"Web Search Portals, Libraries, Archives, and Other Information Services",2690,0.004455707944080037
11-2022,Sales Managers,493,Warehousing and Storage,2550,0.004223812363347247
11-2022,Sales Managers,713,"Amusement, Gambling, and Recreation Industries",2130,0.003528125621148877
11-2022,Sales Managers,722,Food Services and Drinking Places,1850,0.003064334459683297
11-2022,Sales Managers,812,Personal and Laundry Services,1850,0.003064334459683297
11-2022,Sales Managers,484,Truck Transportation,1840,0.0030477704896309547
11-2022,Sales Managers,512,Motion Picture and Sound Recording Industries,1470,0.0024349035976942955
11-2022,Sales Managers,331,Primary Metal Manufacturing,1460,0.0024183396276419534
11-2022,Sales Managers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1450,0.002401775657589611
11-2022,Sales Managers,327,Nonmetallic Mineral Product Manufacturing,1250,0.002070496256542768
11-2022,Sales Managers,221,Utilities,1240,0.002053932286490426
11-2022,Sales Managers,323,Printing and Related Support Activities,1220,0.002020804346385742
11-2022,Sales Managers,322,Paper Manufacturing,1160,0.0019214205260716889
11-2022,Sales Managers,623,Nursing and Residential Care Facilities,1120,0.0018551646458623203
11-2022,Sales Managers,337,Furniture and Related Product Manufacturing,1060,0.0017557808255482673
11-2022,Sales Managers,321,Wood Product Manufacturing,1010,0.0016729609752865566
11-2022,Sales Managers,562,Waste Management and Remediation Services,850,0.0014079374544490823
11-2022,Sales Managers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",850,0.0014079374544490823
11-2022,Sales Managers,213,Support Activities for Mining,680,0.0011263499635592658
11-2022,Sales Managers,237,Heavy and Civil Engineering Construction,670,0.0011097859935069237
11-2022,Sales Managers,315,Apparel Manufacturing,610,0.001010402173192871
11-2022,Sales Managers,492,Couriers and Messengers,610,0.001010402173192871
11-2022,Sales Managers,624,Social Assistance,550,0.000911018352878818
11-2022,Sales Managers,481,Air Transportation,470,0.0007785065924600809
11-2022,Sales Managers,712,"Museums, Historical Sites, and Similar Institutions",470,0.0007785065924600809
11-2022,Sales Managers,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),390,0.0006459948320413437
11-2022,Sales Managers,622,Hospitals,370,0.0006128668919366594
11-2022,Sales Managers,324,Petroleum and Coal Products Manufacturing,330,0.0005466110117272908
11-2022,Sales Managers,483,Water Transportation,330,0.0005466110117272908
11-2022,Sales Managers,314,Textile Product Mills,310,0.0005134830716226065
11-2022,Sales Managers,115,Support Activities for Agriculture and Forestry,300,0.0004969191015702643
11-2022,Sales Managers,211,Oil and Gas Extraction,250,0.00041409925130855363
11-2022,Sales Managers,313,Textile Mills,230,0.00038097131120386934
11-2022,Sales Managers,212,Mining (except Oil and Gas),180,0.0002981514609421586
11-2022,Sales Managers,485,Transit and Ground Passenger Transportation,180,0.0002981514609421586
11-2022,Sales Managers,482,Rail Transportation,170,0.00028158749088981645
11-2022,Sales Managers,491,Postal Service (Federal Government),170,0.00028158749088981645
11-2022,Sales Managers,525,"Funds, Trusts, and Other Financial Vehicles",150,0.00024845955078513216
11-2022,Sales Managers,316,Leather and Allied Product Manufacturing,80,0.00013251176041873715
11-2022,Sales Managers,487,Scenic and Sightseeing Transportation,80,0.00013251176041873715
11-2022,Sales Managers,486,Pipeline Transportation,30,4.9691910157026436e-05
11-2032,Public Relations Managers,541,"Professional, Scientific, and Technical Services",17700,0.23559164115533077
11-2032,Public Relations Managers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",11820,0.15732729934779716
11-2032,Public Relations Managers,611,Educational Services,9230,0.1228537202182883
11-2032,Public Relations Managers,551,Management of Companies and Enterprises,7060,0.093970451217889
11-2032,Public Relations Managers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",5610,0.0746705710102489
11-2032,Public Relations Managers,561,Administrative and Support Services,2070,0.02755224277918275
11-2032,Public Relations Managers,524,Insurance Carriers and Related Activities,2050,0.02728603753493944
11-2032,Public Relations Managers,513,Publishing Industries,1370,0.018235059230666845
11-2032,Public Relations Managers,522,Credit Intermediation and Related Activities,1370,0.018235059230666845
11-2032,Public Relations Managers,622,Hospitals,1320,0.017569546120058566
11-2032,Public Relations Managers,711,"Performing Arts, Spectator Sports, and Related Industries",1320,0.017569546120058566
11-2032,Public Relations Managers,624,Social Assistance,1300,0.017303340875815254
11-2032,Public Relations Managers,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",1120,0.01490749367762545
11-2032,Public Relations Managers,424,"Merchant Wholesalers, Nondurable Goods",970,0.012910954345800613
11-2032,Public Relations Managers,423,"Merchant Wholesalers, Durable Goods",920,0.012245441235192334
11-2032,Public Relations Managers,621,Ambulatory Health Care Services,890,0.011846133368827366
11-2032,Public Relations Managers,516,Broadcasting and Content Providers,820,0.010914415013975776
11-2032,Public Relations Managers,221,Utilities,690,0.00918408092639425
11-2032,Public Relations Managers,531,Real Estate,680,0.009050978304272594
11-2032,Public Relations Managers,712,"Museums, Historical Sites, and Similar Institutions",560,0.007453746838812725
11-2032,Public Relations Managers,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",540,0.007187541594569413
11-2032,Public Relations Managers,334,Computer and Electronic Product Manufacturing,530,0.007054438972447757
11-2032,Public Relations Managers,623,Nursing and Residential Care Facilities,480,0.006388925861839478
11-2032,Public Relations Managers,519,"Web Search Portals, Libraries, Archives, and Other Information Services",460,0.006122720617596167
11-2032,Public Relations Managers,517,Telecommunications,440,0.005856515373352855
11-2032,Public Relations Managers,512,Motion Picture and Sound Recording Industries,430,0.005723412751231199
11-2032,Public Relations Managers,325,Chemical Manufacturing,410,0.005457207506987888
11-2032,Public Relations Managers,481,Air Transportation,270,0.0035937707972847066
11-2032,Public Relations Managers,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",260,0.003460668175163051
11-2032,Public Relations Managers,721,Accommodation,240,0.003194462930919739
11-2032,Public Relations Managers,336,Transportation Equipment Manufacturing,230,0.0030613603087980834
11-2032,Public Relations Managers,713,"Amusement, Gambling, and Recreation Industries",230,0.0030613603087980834
11-2032,Public Relations Managers,236,Construction of Buildings,190,0.00252894982031146
11-2032,Public Relations Managers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",170,0.0022627445760681486
11-2032,Public Relations Managers,456,Health and Personal Care Retailers,140,0.0018634367097031812
11-2032,Public Relations Managers,339,Miscellaneous Manufacturing,130,0.0017303340875815254
11-2032,Public Relations Managers,482,Rail Transportation,110,0.0014641288433382138
11-2032,Public Relations Managers,311,Food Manufacturing,90,0.0011979235990949022
11-2032,Public Relations Managers,211,Oil and Gas Extraction,80,0.0010648209769732464
11-2032,Public Relations Managers,312,Beverage and Tobacco Product Manufacturing,80,0.0010648209769732464
11-2032,Public Relations Managers,485,Transit and Ground Passenger Transportation,80,0.0010648209769732464
11-2032,Public Relations Managers,483,Water Transportation,70,0.0009317183548515906
11-2032,Public Relations Managers,812,Personal and Laundry Services,70,0.0009317183548515906
11-2032,Public Relations Managers,237,Heavy and Civil Engineering Construction,60,0.0007986157327299348
11-2032,Public Relations Managers,333,Machinery Manufacturing,60,0.0007986157327299348
11-2032,Public Relations Managers,521,Monetary Authorities-Central Bank,60,0.0007986157327299348
11-2032,Public Relations Managers,441,Motor Vehicle and Parts Dealers,50,0.000665513110608279
11-2032,Public Relations Managers,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",50,0.000665513110608279
11-2032,Public Relations Managers,493,Warehousing and Storage,50,0.000665513110608279
11-2032,Public Relations Managers,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),50,0.000665513110608279
11-2032,Public Relations Managers,238,Specialty Trade Contractors,40,0.0005324104884866232
11-2032,Public Relations Managers,324,Petroleum and Coal Products Manufacturing,40,0.0005324104884866232
11-2032,Public Relations Managers,562,Waste Management and Remediation Services,40,0.0005324104884866232
11-2032,Public Relations Managers,335,"Electrical Equipment, Appliance, and Component Manufacturing",30,0.0003993078663649674
11-2033,Fundraising Managers,611,Educational Services,12190,0.3331511341896693
11-2033,Fundraising Managers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",11180,0.30554796392456957
11-2033,Fundraising Managers,624,Social Assistance,3240,0.08854878382071604
11-2033,Fundraising Managers,622,Hospitals,1740,0.04755397649631047
11-2033,Fundraising Managers,551,Management of Companies and Enterprises,1580,0.04318119704837387
11-2033,Fundraising Managers,541,"Professional, Scientific, and Technical Services",1500,0.04099480732440557
11-2033,Fundraising Managers,712,"Museums, Historical Sites, and Similar Institutions",1020,0.02787646898059579
11-2033,Fundraising Managers,711,"Performing Arts, Spectator Sports, and Related Industries",980,0.026783274118611644
11-2033,Fundraising Managers,621,Ambulatory Health Care Services,760,0.020770702377698826
11-2033,Fundraising Managers,561,Administrative and Support Services,670,0.01831101393823449
11-2033,Fundraising Managers,623,Nursing and Residential Care Facilities,520,0.014211533205793932
11-2033,Fundraising Managers,516,Broadcasting and Content Providers,290,0.007925662749385078
11-2033,Fundraising Managers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",280,0.007652364033889041
11-2033,Fundraising Managers,812,Personal and Laundry Services,130,0.003552883301448483
11-2033,Fundraising Managers,713,"Amusement, Gambling, and Recreation Industries",110,0.003006285870456409
11-2033,Fundraising Managers,513,Publishing Industries,80,0.002186389723968297
11-2033,Fundraising Managers,531,Real Estate,80,0.002186389723968297
11-2033,Fundraising Managers,524,Insurance Carriers and Related Activities,70,0.0019130910084722602
11-2033,Fundraising Managers,512,Motion Picture and Sound Recording Industries,60,0.001639792292976223
11-2033,Fundraising Managers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",50,0.001366493577480186
11-2033,Fundraising Managers,519,"Web Search Portals, Libraries, Archives, and Other Information Services",30,0.0008198961464881115
11-2033,Fundraising Managers,522,Credit Intermediation and Related Activities,30,0.0008198961464881115
11-3012,Administrative Services Managers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",42580,0.16757841709630447
11-3012,Administrative Services Managers,541,"Professional, Scientific, and Technical Services",28100,0.11059073556613798
11-3012,Administrative Services Managers,611,Educational Services,25610,0.10079105828643393
11-3012,Administrative Services Managers,551,Management of Companies and Enterprises,15760,0.062025266637805505
11-3012,Administrative Services Managers,621,Ambulatory Health Care Services,13210,0.05198945255618088
