cip4,naics3,naics3_title,weighted_emp,share_in_naics3
01.10,213,Support Activities for Mining,40,0.00012887843541579405
01.10,711,"Performing Arts, Spectator Sports, and Related Industries",40,0.00012887843541579405
01.11,611,Educational Services,26860,0.2420255901964318
01.11,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",25580,0.2304919805370337
01.11,115,Support Activities for Agriculture and Forestry,17200,0.15498287979816183
01.11,541,"Professional, Scientific, and Technical Services",14560,0.13119480987565327
01.11,424,"Merchant Wholesalers, Nondurable Goods",6440,0.058028473598846636
01.11,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",6290,0.056676878716885926
01.11,113,Forestry and Logging,2800,0.025229771129933323
01.11,311,Food Manufacturing,2130,0.019192647323842134
01.11,551,Management of Companies and Enterprises,1520,0.013696161470535232
01.11,561,Administrative and Support Services,1440,0.012975310866822852
01.11,712,"Museums, Historical Sites, and Similar Institutions",1190,0.010722652730221662
01.11,312,Beverage and Tobacco Product Manufacturing,1100,0.009911695801045233
01.11,713,"Amusement, Gambling, and Recreation Industries",660,0.00594701748062714
01.11,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",590,0.005316273202378807
01.11,325,Chemical Manufacturing,560,0.005045954225986664
01.11,445,Food and Beverage Retailers,310,0.002793296089385475
01.11,624,Social Assistance,310,0.002793296089385475
01.11,444,Building Material and Garden Equipment and Supplies Dealers,300,0.0027031897639214274
01.11,321,Wood Product Manufacturing,260,0.002342764462065237
01.11,721,Accommodation,220,0.0019823391602090466
01.11,493,Warehousing and Storage,180,0.0016219138583528565
01.11,423,"Merchant Wholesalers, Durable Goods",100,0.0009010632546404757
01.11,237,Heavy and Civil Engineering Construction,70,0.000630744278248333
01.11,484,Truck Transportation,70,0.000630744278248333
01.11,456,Health and Personal Care Retailers,60,0.0005406379527842854
01.11,425,Wholesale Trade Agents and Brokers,50,0.00045053162732023786
01.11,623,Nursing and Residential Care Facilities,50,0.00045053162732023786
01.11,213,Support Activities for Mining,40,0.0003604253018561903
01.11,711,"Performing Arts, Spectator Sports, and Related Industries",40,0.0003604253018561903
01.12,541,"Professional, Scientific, and Technical Services",19320,0.3304258594150847
01.12,611,Educational Services,16380,0.280143663417137
01.12,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",7570,0.12946810330083805
01.12,325,Chemical Manufacturing,3850,0.06584573285445527
01.12,424,"Merchant Wholesalers, Nondurable Goods",3130,0.05353172567128442
01.12,115,Support Activities for Agriculture and Forestry,1860,0.03181118522319138
01.12,551,Management of Companies and Enterprises,1120,0.019155122284932442
01.12,311,Food Manufacturing,1090,0.018642038652300325
01.12,712,"Museums, Historical Sites, and Similar Institutions",790,0.013511202325979134
01.12,561,Administrative and Support Services,600,0.01026167265264238
01.12,621,Ambulatory Health Care Services,590,0.01009064477509834
01.12,339,Miscellaneous Manufacturing,490,0.008380365999657944
01.12,622,Hospitals,410,0.007012142979305627
01.12,312,Beverage and Tobacco Product Manufacturing,350,0.005985975714041389
01.12,444,Building Material and Garden Equipment and Supplies Dealers,300,0.00513083632632119
01.12,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",250,0.004275696938600992
01.12,713,"Amusement, Gambling, and Recreation Industries",140,0.0023943902856165553
01.12,423,"Merchant Wholesalers, Durable Goods",110,0.0018813066529844364
01.12,493,Warehousing and Storage,70,0.0011971951428082776
01.12,425,Wholesale Trade Agents and Brokers,50,0.0008551393877201984
01.13,541,"Professional, Scientific, and Technical Services",4990,0.35744985673352436
01.13,611,Educational Services,3950,0.2829512893982808
01.13,424,"Merchant Wholesalers, Nondurable Goods",1400,0.10028653295128939
01.13,115,Support Activities for Agriculture and Forestry,1080,0.07736389684813753
01.13,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",910,0.0651862464183381
01.13,311,Food Manufacturing,570,0.04083094555873926
01.13,551,Management of Companies and Enterprises,420,0.03008595988538682
01.13,325,Chemical Manufacturing,180,0.012893982808022923
01.13,561,Administrative and Support Services,110,0.007879656160458453
01.13,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",100,0.0071633237822349575
01.13,312,Beverage and Tobacco Product Manufacturing,90,0.0064469914040114614
01.13,444,Building Material and Garden Equipment and Supplies Dealers,70,0.00501432664756447
01.13,712,"Museums, Historical Sites, and Similar Institutions",60,0.004297994269340974
01.13,493,Warehousing and Storage,30,0.002148997134670487
01.80,611,Educational Services,216590,0.6996027003456184
01.80,541,"Professional, Scientific, and Technical Services",74710,0.24131916405568654
01.80,622,Hospitals,11140,0.035983074388707646
01.80,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",1960,0.006330953842178365
01.80,621,Ambulatory Health Care Services,1460,0.004715914596724701
01.80,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1230,0.003972996543816015
01.80,812,Personal and Laundry Services,1070,0.003456183985270842
01.80,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",530,0.0017119416001808844
01.80,712,"Museums, Historical Sites, and Similar Institutions",250,0.0008075196227268323
01.80,424,"Merchant Wholesalers, Nondurable Goods",240,0.000775218837817759
01.80,115,Support Activities for Agriculture and Forestry,180,0.0005814141283633193
01.80,551,Management of Companies and Enterprises,80,0.0002584062792725863
01.80,325,Chemical Manufacturing,40,0.00012920313963629316
01.80,711,"Performing Arts, Spectator Sports, and Related Industries",40,0.00012920313963629316
01.80,713,"Amusement, Gambling, and Recreation Industries",40,0.00012920313963629316
01.80,311,Food Manufacturing,30,9.690235472721988e-05
01.81,611,Educational Services,217230,0.6963169535532263
01.81,541,"Professional, Scientific, and Technical Services",75520,0.24207455845113313
01.81,622,Hospitals,11140,0.035708561720678274
01.81,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",2070,0.006635253389749014
01.81,621,Ambulatory Health Care Services,1460,0.004679937173446165
01.81,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1270,0.00407090425361413
01.81,812,Personal and Laundry Services,1070,0.003429816969580408
01.81,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",530,0.0016988813026893612
01.81,115,Support Activities for Agriculture and Forestry,470,0.0015065551174792448
01.81,424,"Merchant Wholesalers, Nondurable Goods",380,0.0012180658396640702
01.81,712,"Museums, Historical Sites, and Similar Institutions",310,0.0009936852902522678
01.81,311,Food Manufacturing,250,0.0008013591050421515
01.81,551,Management of Companies and Enterprises,150,0.0004808154630252909
01.81,325,Chemical Manufacturing,40,0.00012821745680674423
01.81,711,"Performing Arts, Spectator Sports, and Related Industries",40,0.00012821745680674423
01.81,713,"Amusement, Gambling, and Recreation Industries",40,0.00012821745680674423
01.82,621,Ambulatory Health Care Services,1335070,0.1737354414730952
01.82,541,"Professional, Scientific, and Technical Services",726950,0.09459951851128896
01.82,622,Hospitals,496010,0.0645468150172425
01.82,561,Administrative and Support Services,409690,0.053313813520723535
01.82,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",362320,0.04714945669854903
01.82,551,Management of Companies and Enterprises,240950,0.031355325655540375
01.82,238,Specialty Trade Contractors,224340,0.029193831739215304
01.82,611,Educational Services,221340,0.028803435487019323
01.82,423,"Merchant Wholesalers, Durable Goods",218790,0.028471598672652743
01.82,722,Food Services and Drinking Places,200780,0.026127919838636215
01.82,522,Credit Intermediation and Related Activities,197930,0.025757043399050036
01.82,524,Insurance Carriers and Related Activities,194940,0.02536794846769471
01.82,623,Nursing and Residential Care Facilities,163230,0.021241460081983212
01.82,812,Personal and Laundry Services,145520,0.018936820873186284
01.82,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",135550,0.01763940399505498
01.82,713,"Amusement, Gambling, and Recreation Industries",123630,0.01608822955299629
01.82,531,Real Estate,120720,0.015709545188366193
01.82,424,"Merchant Wholesalers, Nondurable Goods",114840,0.014944368534062074
01.82,624,Social Assistance,113490,0.014768690220573883
01.82,441,Motor Vehicle and Parts Dealers,113340,0.014749170407964083
01.82,811,Repair and Maintenance,98850,0.012863556509857505
01.82,236,Construction of Buildings,96420,0.012547335545578762
01.82,445,Food and Beverage Retailers,89590,0.011658533411412583
01.82,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",85920,0.011180948662892836
01.82,721,Accommodation,76630,0.009972021601925955
01.82,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",69300,0.009018153425727113
01.82,456,Health and Personal Care Retailers,65420,0.008513240939553647
01.82,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",61870,0.008051272041121738
01.82,455,General Merchandise Retailers,60060,0.007815732968963499
01.82,444,Building Material and Garden Equipment and Supplies Dealers,59460,0.007737653718524302
01.82,332,Fabricated Metal Product Manufacturing,52520,0.006834537055110937
01.82,484,Truck Transportation,52080,0.006777278938122194
01.82,488,Support Activities for Transportation,51850,0.006747348558787169
01.82,513,Publishing Industries,51120,0.006652352137419481
01.82,493,Warehousing and Storage,47130,0.006133125121998829
01.82,457,Gasoline Stations and Fuel Dealers,41600,0.005413494697117574
01.82,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",39990,0.005203982041772399
01.82,237,Heavy and Civil Engineering Construction,39750,0.005172750341596721
01.82,532,Rental and Leasing Services,36460,0.004744615785021797
01.82,711,"Performing Arts, Spectator Sports, and Related Industries",34890,0.004540308413039235
01.82,425,Wholesale Trade Agents and Brokers,34750,0.004522089921270089
01.82,333,Machinery Manufacturing,34140,0.00444270934999024
01.82,311,Food Manufacturing,31990,0.004162925369249788
01.82,325,Chemical Manufacturing,30670,0.003991151018283558
01.82,334,Computer and Electronic Product Manufacturing,30260,0.003937796863816774
01.82,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",29680,0.003862320255058885
01.82,221,Utilities,28970,0.003769926475372503
01.82,562,Waste Management and Remediation Services,26990,0.003512264948923157
01.82,339,Miscellaneous Manufacturing,26720,0.003477129286225519
01.82,336,Transportation Equipment Manufacturing,25940,0.0033756262606545644
01.82,517,Telecommunications,22410,0.0029162600039039626
01.82,512,Motion Picture and Sound Recording Industries,19060,0.0024803175222851193
01.82,491,Postal Service (Federal Government),18500,0.0024074435552085367
01.82,323,Printing and Related Support Activities,18360,0.002389225063439391
01.82,481,Air Transportation,18130,0.002359294684104366
01.82,516,Broadcasting and Content Providers,16740,0.0021784110872535623
01.82,326,Plastics and Rubber Products Manufacturing,15410,0.0020053354154466784
01.82,492,Couriers and Messengers,14320,0.0018634914438154728
01.82,327,Nonmetallic Mineral Product Manufacturing,13970,0.0018179452143926085
01.82,213,Support Activities for Mining,13640,0.0017750016266510507
01.82,712,"Museums, Historical Sites, and Similar Institutions",12020,0.0015641876504652221
01.82,337,Furniture and Related Product Manufacturing,11470,0.0014926150042292928
01.82,335,"Electrical Equipment, Appliance, and Component Manufacturing",11200,0.0014574793415316545
01.82,485,Transit and Ground Passenger Transportation,11120,0.0014470687748064286
01.82,321,Wood Product Manufacturing,11060,0.001439260849762509
01.82,312,Beverage and Tobacco Product Manufacturing,8440,0.001098314789511354
01.82,322,Paper Manufacturing,8120,0.0010566725226104495
01.82,519,"Web Search Portals, Libraries, Archives, and Other Information Services",8030,0.0010449606350445703
01.82,211,Oil and Gas Extraction,7920,0.0010306461057973844
01.82,115,Support Activities for Agriculture and Forestry,7340,0.0009551694970394951
01.82,331,Primary Metal Manufacturing,7070,0.000920033834341857
01.82,212,Mining (except Oil and Gas),5270,0.0006857960830242697
01.82,482,Rail Transportation,4220,0.000549157394755677
01.82,525,"Funds, Trusts, and Other Financial Vehicles",4120,0.0005361441863491443
01.82,314,Textile Product Mills,3870,0.0005036111653328128
01.82,315,Apparel Manufacturing,3630,0.0004723794651571345
01.82,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),3450,0.0004489556900253758
